batter,pitch_type,pitch_name,family,pitches,whiff,slg,xwoba
663728,KC,Knuckle-Curve,Breaking,58,0.5416666666666666,0.7142857142857143,0.42859384615384616
663743,FF,4-Seam FB,Fastball,293,0.15337423312883436,0.43209876543209874,0.2672142771084337
663743,SI,Sinker,Fastball,231,0.04065040650406504,0.36486486486486486,0.31603945205479456
663743,SL,Slider,Breaking,160,0.3118279569892473,0.3181818181818182,0.24898534090909094
663743,CH,Changeup,Offspeed,123,0.3230769230769231,0.3783783783783784,0.2045715789473684
663743,FC,Cutter,Fastball,110,0.12280701754385964,0.34615384615384615,0.2693353846153846
663743,ST,Sweeper,Breaking,93,0.16666666666666666,0.1875,0.22179749999999998
663743,CU,Curveball,Breaking,69,0.25,0.5454545454545454,0.39663607142857144
663757,FF,4-Seam FB,Fastball,681,0.13013698630136986,0.4407894736842105,0.3995552662721894
663757,SI,Sinker,Fastball,357,0.07746478873239436,0.39080459770114945,0.32917782178217825
663757,SL,Slider,Breaking,221,0.3333333333333333,0.5142857142857142,0.3728290909090909
663757,CH,Changeup,Offspeed,198,0.26373626373626374,0.5106382978723404,0.31063591836734694
663757,FC,Cutter,Fastball,166,0.19444444444444445,0.14285714285714285,0.29661230769230773
663757,CU,Curveball,Breaking,146,0.09375,0.23529411764705882,0.27152444444444446
663757,ST,Sweeper,Breaking,145,0.2916666666666667,0.4666666666666667,0.29795272727272726
663757,FS,Splitter,Offspeed,84,0.40540540540540543,0.0,0.14868599999999998
663757,KC,Knuckle-Curve,Breaking,29,0.36363636363636365,0.3333333333333333,0.13983333333333334
663837,FF,4-Seam FB,Fastball,364,0.18181818181818182,0.28,0.308163
663837,SI,Sinker,Fastball,248,0.11578947368421053,0.3090909090909091,0.3569386666666666
663837,SL,Slider,Breaking,158,0.2375,0.3829787234042553,0.29933333333333334
663837,CH,Changeup,Offspeed,130,0.2222222222222222,0.375,0.2669309090909091
663837,ST,Sweeper,Breaking,84,0.10714285714285714,0.40625,0.24207142857142855
663837,FC,Cutter,Fastball,79,0.20588235294117646,0.5882352941176471,0.4376133333333333
663837,CU,Curveball,Breaking,61,0.2692307692307692,0.25,0.19091999999999998
663853,FF,4-Seam FB,Fastball,90,0.2641509433962264,0.4583333333333333,0.3041488
663853,SI,Sinker,Fastball,43,0.29411764705882354,0.1,0.34144625
663853,CH,Changeup,Offspeed,37,0.35294117647058826,0.0,0.12714285714285714
663853,ST,Sweeper,Breaking,32,0.6153846153846154,0.0,0.261545
663853,FC,Cutter,Fastball,31,0.3125,0.4,0.4367771428571428
663853,SL,Slider,Breaking,25,0.3333333333333333,0.5,0.33496888888888887
663886,FF,4-Seam FB,Fastball,563,0.22382671480144403,0.44166666666666665,0.3871324031007752
663886,SI,Sinker,Fastball,318,0.1597222222222222,0.6626506024096386,0.4566588709677419
663886,SL,Slider,Breaking,312,0.3609022556390977,0.3582089552238806,0.24869970149253734
663886,ST,Sweeper,Breaking,221,0.35,0.3488372093023256,0.23071336734693876
663886,CH,Changeup,Offspeed,190,0.2891566265060241,0.1388888888888889,0.21870769230769227
663886,FC,Cutter,Fastball,159,0.2753623188405797,0.29411764705882354,0.3174894736842105
663886,CU,Curveball,Breaking,94,0.3333333333333333,0.3333333333333333,0.23724194444444446
663886,FS,Splitter,Offspeed,58,0.5555555555555556,0.15384615384615385,0.05792307692307692
663967,FF,4-Seam FB,Fastball,46,0.06666666666666667,0.25,0.3462457142857143
663968,FF,4-Seam FB,Fastball,640,0.22841225626740946,0.3467741935483871,0.29085955223880594
663968,CH,Changeup,Offspeed,228,0.2602739726027397,0.2753623188405797,0.23631301587301584
663968,SI,Sinker,Fastball,224,0.17391304347826086,0.36363636363636365,0.30584959677419354
663968,SL,Slider,Breaking,177,0.2072072072072072,0.36538461538461536,0.3192410909090909
663968,FC,Cutter,Fastball,162,0.1188118811881188,0.4186046511627907,0.31324363636363634
663968,CU,Curveball,Breaking,116,0.15384615384615385,0.40625,0.262085
663968,ST,Sweeper,Breaking,107,0.18333333333333332,0.5454545454545454,0.30294567567567565
663968,FS,Splitter,Offspeed,55,0.32432432432432434,0.14285714285714285,0.23392857142857143
663993,FF,4-Seam FB,Fastball,802,0.19387755102040816,0.3764705882352941,0.35030797222222226
663993,SI,Sinker,Fastball,212,0.12790697674418605,0.35294117647058826,0.417095775862069
663993,CH,Changeup,Offspeed,164,0.22784810126582278,0.4772727272727273,0.29394434782608697
663993,CU,Curveball,Breaking,127,0.2826086956521739,0.2,0.23293217391304347
663993,FC,Cutter,Fastball,124,0.19672131147540983,0.8275862068965517,0.38879066666666673
663993,SL,Slider,Breaking,124,0.3,0.6774193548387096,0.24949066666666667
663993,ST,Sweeper,Breaking,122,0.41304347826086957,0.2777777777777778,0.164172
663993,FS,Splitter,Offspeed,62,0.21428571428571427,0.5,0.36699999999999994
663993,KC,Knuckle-Curve,Breaking,28,0.18181818181818182,2.0,0.7417440000000001
664023,FF,4-Seam FB,Fastball,943,0.2802056555269923,0.3772455089820359,0.2930397948717949
664023,CH,Changeup,Offspeed,505,0.36633663366336633,0.22641509433962265,0.24840972972972972
664023,SL,Slider,Breaking,279,0.32413793103448274,0.4838709677419355,0.3259181343283582
664023,SI,Sinker,Fastball,266,0.16666666666666666,0.42105263157894735,0.37049470588235295
664023,FC,Cutter,Fastball,197,0.23711340206185566,0.7631578947368421,0.42993715909090907
664023,CU,Curveball,Breaking,186,0.4375,0.5,0.3331428947368421
